epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,3272.86,2.31996,1.4992,1.21139,0.4865,0.34463,0.3246,0.10359,2.338,1.56423,1.3341,0.00039264,0.00039264,0.00039264
180,3290.78,2.30136,1.44381,1.21601,0.50992,0.33991,0.32879,0.10386,2.33741,1.56492,1.3325,0.000366877,0.000366877,0.000366877
181,3308.89,2.25296,1.45364,1.20214,0.47656,0.35268,0.3234,0.1026,2.3421,1.55999,1.33699,0.00034227,0.00034227,0.00034227
182,3327.04,2.29874,1.48665,1.20459,0.46785,0.36199,0.32825,0.1037,2.34814,1.54329,1.34037,0.000318825,0.000318825,0.000318825
183,3344.87,2.2687,1.47785,1.20734,0.50541,0.33742,0.32601,0.10359,2.32285,1.54043,1.33526,0.000296546,0.000296546,0.000296546
184,3362.93,2.24272,1.41461,1.19465,0.48402,0.35007,0.32739,0.10248,2.33669,1.54438,1.33217,0.000275441,0.000275441,0.000275441
185,3380.7,2.2966,1.48997,1.18737,0.47196,0.35275,0.32394,0.10216,2.3328,1.54686,1.33331,0.000255513,0.000255513,0.000255513
186,3398.51,2.25179,1.46435,1.21335,0.4661,0.35546,0.32585,0.10264,2.33753,1.5516,1.3362,0.000236769,0.000236769,0.000236769
187,3416.5,2.27111,1.46294,1.19803,0.4759,0.34587,0.32119,0.10264,2.33613,1.54404,1.33597,0.000219212,0.000219212,0.000219212
188,3434.37,2.28653,1.47187,1.18695,0.47198,0.35935,0.32907,0.10446,2.33419,1.53331,1.3369,0.000202847,0.000202847,0.000202847
189,3452.28,2.26688,1.43792,1.21784,0.47525,0.35419,0.32618,0.1034,2.34367,1.54346,1.34177,0.000187678,0.000187678,0.000187678
190,3470.24,2.28843,1.48658,1.21125,0.48068,0.35193,0.33025,0.105,2.33243,1.52425,1.3375,0.000173709,0.000173709,0.000173709
191,3514.73,2.20424,1.40328,1.21107,0.4811,0.34773,0.32242,0.10218,2.34008,1.54026,1.34131,0.000160943,0.000160943,0.000160943
192,3540.02,2.22896,1.38807,1.21085,0.47597,0.3428,0.31787,0.10038,2.34939,1.56007,1.34139,0.000149383,0.000149383,0.000149383
193,3558.25,2.23976,1.39018,1.18736,0.46391,0.34844,0.31872,0.10031,2.34519,1.56892,1.33905,0.000139032,0.000139032,0.000139032
194,3576.08,2.24363,1.40065,1.206,0.47674,0.34384,0.3166,0.1004,2.34325,1.56286,1.33849,0.000129893,0.000129893,0.000129893
195,3593.77,2.23447,1.38885,1.20565,0.45988,0.34616,0.31729,0.10062,2.34655,1.56408,1.33795,0.000121968,0.000121968,0.000121968
196,3611.82,2.24154,1.38888,1.18655,0.47024,0.34329,0.32033,0.1013,2.34633,1.56706,1.33764,0.000115259,0.000115259,0.000115259
197,3629.73,2.20643,1.37179,1.18202,0.46136,0.35292,0.32163,0.10242,2.33905,1.55908,1.33623,0.000109768,0.000109768,0.000109768
198,3647.77,2.22814,1.35589,1.21139,0.48615,0.34129,0.31926,0.1024,2.33641,1.5532,1.33791,0.000105495,0.000105495,0.000105495
199,3665.68,2.22448,1.38336,1.18255,0.47015,0.35275,0.32687,0.10394,2.33538,1.55351,1.33625,0.000102443,0.000102443,0.000102443
200,3683.44,2.22746,1.37347,1.19376,0.46996,0.34806,0.32202,0.10295,2.32578,1.55011,1.3324,0.000100611,0.000100611,0.000100611
